대파제육볶음,127,2,j7s9VRsrm9o,삼겹살 300g 통마늘 8알(50g) 청양고추 3개(20g) 대파 2대(200g) 물 1/3컵(60g) 진간장 3큰술(30g) 설탕 1.5큰술(15g) 굵은 고춧가루 1큰술(5g) 고운 고춧가루 1큰술(5g) 참기름 1/2큰술 (4g) 맛소금 적당량 후춧가루 적당량 깨소금 적당량,삼겹살,55,마늘,10,고추,10,대파,20,참기름,5,설탕,0,고춧가루,0,간장,0,소금,0,!EOL
파개장,191,2,lH360TWUjSU,소 불고기용 400g 대파 6대(800g) 식용유 1/4컵(30g) 참기름 1/4컵(30g) 당면 100g 물 11컵(2L) 다시마 10장(10g) 간 마늘 2큰술(30g) 국간장 4큰술(40g) 후춧가루 적당량 꽃소금 1큰술(10g) 멸치 액젓 3큰술(30g),소고기,50,대파,30,마늘,5,참기름,5,당면,5,다시마,5,식용유,0,간장,0,후추,0,!EOL
새둥지전,127,1,4WEhZLQ37Fk,감자 2개(400g) 소시지 1/4컵(40g) 달걀 3개 식용유 1/3컵(40g) 꽃소금 2/5큰술(4g) 후춧가루 적당량 파슬리가루 적당량 케첩 적당량 ,감자,40,소시지,30,달걀,10,파슬리가루,5,케첩,15,식용유,0,소금,0,후추,0,!EOL,,
깍두기 볶음밥,127,1,XKohdaL45K8,밥 1공기(200g) 우목심 1/2컵(50g) 대파 1/2컵(40g) 깍두기 1컵(100g) 김치국물 1/5컵(50g) 고추장 2/3큰술(10g) 물 2/3컵(120g) 참기름 1/3큰술(2g) 진간장 1큰술(10g) 황설탕 1/3큰술(3g) 식용유 3큰술(20g) 식용유(달걀용) 적당량 달걀 1개 맛소금 적당량 깨소금 적당량,밥,10,소고기,15,대파,15,깍두기,35,고추장,10,참기름,5,달걀,10,설탕,0,간장,0,!EOL
장아찌소스,191,1,xNUvkgONOOM,진간장 2컵(360g) 식초 1과1/3컵(230g) 설탕 1과1/2컵(230g) 물 2컵(360g) 방울토마토 시금치 오이 ,오이,25,식초,20,방울토마토,30,시금치,25,설탕,0,물,0,간장,0,!EOL,,,,
장아찌간장 냉국수,191,1,__EQyG0qFuE,중면 100g 장아찌소스 1/2컵(100g) 물 1컵(180g) 김치 1/4컵(30g) 불린미역1/4컵(20g) 단무지 1/4컵(30g) 청양고추 1개(7g) 대파 적당량 깨소금 적당량,중면,30,장아찌소스,35,대파,10,김치,5,미역,5,단무지,5,고추,10,물,0,소금,0,!EOL
백순대볶음,127,2,6AmBDFIJRE8,순대 400g 양파 1/2개(100g) 대파 1대(150g) 새송이 1/2개(50g) 당근 1/6개(30g) 통마늘 10알(40g) 양배추 1/6통(80g) 깻잎 10장(20g)  청양고추 3개(30g) 들기름 1/4컵(30g) 식용유 1/4컵(30g) 설탕 1/2큰술(5g) 소금 1/2큰술(5g) 들깻가루 1과1/2큰술(15g) 불린 당면 50g 후춧가루 적당량 깨소금 적당량 물 적당량 초고추장 4큰술(40g) 간 마늘 1큰술(10g) 들깻가루 1과1/2큰술(15g) 들기름 1큰술 (7g) 물 2큰술(20g) 된장 2/3큰술(10g),순대,30,양파,10,대파,10,새송이,10,당근,10,마늘,5,양배추,10,깻잎,10,고추,5,!EOL
김라면,191,1,NvoCWyO0Vfg,김 5장 물 1컵(180g) 진간장 2큰술(20g) 황설탕 2큰술(20g) 진라면(순한맛) 1개 깨소금 1큰술(10g) 들기름 3큰술(20g) 대파 1/3컵(30g) 청양고추 2개(14g),김,30,대파,15,고추,5,라면,45,들기름,5,소금,0,간장,0,설탕,0,물,0,!EOL
양파커리 샌드위치,127,1,rgKIUQgzhbs,모닝빵 핫도그빵 달걀 3개 카레가루 4큰술(20g) 스틱버터 1/4개 양파 1개(200g) 양배추 적당량 식용유 적당량,모닝빵,10,핫도그빵,10,달걀,5,카레가루,30,버터,5,양파,30,양배추,10,식용유,0,!EOL,,
만능짜장소스,127,1,7S9VN54ldnU,다진 돼지고기 2컵(320g) 대파 1대(100g) 양파 2개(360g) 춘장 1개(300g)식용유 4/5컵(120g) 간생강 1/3큰술(3g) 설탕 3/5컵(90g) 굴 소스 1/2컵(100g) 진간장 1/3컵(60g) MSG 1큰술(10g),돼지고기,30,대파,15,양파,20,춘장,20,굴소스,10,생강,5,설탕,0,식용유,0,간장,0,!EOL
고구마생채 비빔밥,255,1,#NAME?,고구마 1개(350g) 대파 1/2컵(40g) 멸치액젓 2큰술(20g) 간마늘 1과1/2큰술(20g) 고운고춧가루 2큰술(10g) 굵은고춧가루 2큰술(10g) 설탕 3큰술(30g) 식초 1/3컵(50g) 꽃소금 1g 깨소금 1큰술(10g) 참기름 2큰술(15g) 밥 1공기(200g),고구마,45,대파,15,멸치액젓,5,마늘,10,식초,5,밥,20,설탕,0,소금,0,고춧가루,0,!EOL
고구마빠스,191,1,aXJgN_JjYDg,고구마 2개(500g) 식용유 1/4컵(40g) 설탕 1/3컵(60g) 튀김용 식용유 적당량,고구마,90,전분,10,식용유,0,설탕,0,!EOL,,,,,,,,,,
오므라이스,127,1,AlK2Gl6kHZI,밀가루 1큰술(10g) 식용유 2큰술(15g) 케첩 2큰술(30g) 간장 2큰술(20g) 황설탕 1.5큰술(15g) 식초 1큰술(10g) 물 1컵(180g) 소고기다시다 1/3큰술(3g) 양파 1/6개(30g) 당근 ¼컵(20g) 밥 1공기 간장 1큰술 미림 2큰술 식용유 2큰술 후추 달걀 3개,밀가루,15,케찹,10,밥,20,달걀,25,식초,5,양파,15,당근,10,간장,0,설탕,0,!EOL
스팸마요김치덮밥,127,1,kj2ZupQ7fts,달걀 2개 통조림 햄 약 1/3캔(66g) 신 김치 1/2컵(65g) 식용유 3큰술(21g) 밥 1공기(200g) 황설탕 1/3큰술(4g) 진간장 약 1/3큰술(3g) 쪽파 약간 마요네즈 적당량,달걀,15,스팸,30,김치,20,밥,15,쪽파,5,마요네즈,15,식용유,0,설탕,0,간장,0,!EOL
두부샐러드,127,1,9OYciHKmgus,두부반모 1/2팩(90g) 올리브오일 3큰술(21g) 장아찌소스 3큰술(30g) 양상추 1/5개(100g) 치커리 3줄(15g) 어린잎채소 적당량 방울토마토 4개(40g) 블랙올리브 3개(10g) 후춧가루 적당량 감자전분 적당량 식용유 적당량,두부,30,올리브오일,10,장아찌소스,10,양상추,10,치커리,10,어린잎채소,10,방울도마토,10,블랙올리브,10,후추,0,!EOL
감바스 알 아히요,127,1,jBdQ65yHB_U,칵테일새우 大 사이즈(26/30) 10마리(100g) 통마늘 15개(75g) 양송이버섯 4개(80g) 방울토마토 6개(60g) 베트남 고추 5개(2g) 올리브유 1컵(180ml)  소금 약 1/5큰술(3g) 후춧가루 약간 파슬리가루 약간 바게트 or 식빵 적당량 ,새우,40,마늘,25,양송이버섯,5,방울토마토,10,베트남고추,5,올리브유,10,파슬리가루,5,소금,0,후추,0,!EOL
달걀말이,127,1,T7YJviWhquo,달걀 6개(왕란 5개) 당근 1/5컵(20g) 대파 1/2컵(30g) 꽃소금 1/6큰술(2g) 황설탕 약간 식용유 3큰술(21g),댤걀,65,당근,15,대파,20,소금,0,설탕,0,식용유,0,!EOL,,,,,,
냉동만두 달걀말이,127,1,1smKGJS_9p0,달걀 6개(왕란 5개) 해물육교자 5개 꽃소금 약간 황설탕 약간 식용유 3큰술(21g),달걀,55,만두,45,소금,0,설탕,0,식용유,0,!EOL,,,,,,,,
열무된장볶음덮밥,127,1,FN02e4DYvpA,열무 300g 식용유 1/2컵(80g) 대파 약4/5대 (84g) 양파 약1/2개(114g) 간 마늘 약2큰술(42g) 간 돼지고기 약1컵(140g) 황설탕 5/6큰술(10g) 진간장 약1과1/2큰술(14g) 재래식 된장 약2와1/2큰술(48g) 고추장 약3/4큰술(16g) 홍고추 약1과1/2개(14g) 청양고추 약2개(22g) 굵은 고춧가루 1큰술(6g) 고운 고춧가루 1/3큰술(2g) 참기름 2큰술(14g) 간 깨 2/3큰술(4g) 밥 2공기(400g),열무,30,대파,5,양파,5,마늘,5,돼지고기,15,된장,20,고추장,10,밥,10,고춧가루,0,!EOL
닭고기 덮밥,127,1,du9q1BldDHU,닭다리살 100g 달걀 1개 양파 약1/3개(80g) 대파 1/3컵(20g) 물 1/3컵(60g) 진간장 3큰술(30g) 황설탕 1과1/4큰술(15g) 맛술 1큰술(10g) 밥 1공기(200g) 훈연멸치가루 적당량 식용유 적당량,닭고기,45,달걀,10,양파,15,대파,15,맛술,5,밥,10,간장,0,설탕,0,식용유,0,!EOL
